UF;COD_MUN_COMPL;NOME_MUNICIPIO;COD_MUN
Minas Gerais;3145851;Oratórios;314585
Minas Gerais;3145877;Orizânia;314587
Minas Gerais;3145901;Ouro Branco;314590
Minas Gerais;3146008;Ouro Fino;314600
Minas Gerais;3146107;Ouro Preto;314610
Minas Gerais;3146206;Ouro Verde de Minas;314620
Minas Gerais;3146255;Padre Carvalho;314625
Minas Gerais;3146305;Padre Paraíso;314630
Minas Gerais;3146552;Pai Pedro;314655
Minas Gerais;3146404;Paineiras;314640
Minas Gerais;3146503;Pains;314650
Minas Gerais;3146602;Paiva;314660
Minas Gerais;3146701;Palma;314670
Minas Gerais;3146750;Palmópolis;314675
Minas Gerais;3146909;Papagaios;314690
Minas Gerais;3147105;Pará de Minas;314710
Minas Gerais;3147006;Paracatu;314700
Minas Gerais;3147204;Paraguaçu;314720
Minas Gerais;3147303;Paraisópolis;314730
Minas Gerais;3147402;Paraopeba;314740
Minas Gerais;3147600;Passa Quatro;314760
Minas Gerais;3147709;Passa Tempo;314770
Minas Gerais;3147808;Passa Vinte;314780
Minas Gerais;3147501;Passabém;314750
Minas Gerais;3147907;Passos;314790
Minas Gerais;3147956;Patis;314795
Minas Gerais;3148004;Patos de Minas;314800
Minas Gerais;3148103;Patrocínio;314810
Minas Gerais;3148202;Patrocínio do Muriaé;314820
Minas Gerais;3148301;Paula Cândido;314830
Minas Gerais;3148400;Paulistas;314840
Minas Gerais;3148509;Pavão;314850
Minas Gerais;3148608;Peçanha;314860
Minas Gerais;3148707;Pedra Azul;314870
Minas Gerais;3148756;Pedra Bonita;314875
Minas Gerais;3148806;Pedra do Anta;314880
Minas Gerais;3148905;Pedra do Indaiá;314890
Minas Gerais;3149002;Pedra Dourada;314900
Minas Gerais;3149101;Pedralva;314910
Minas Gerais;3149150;Pedras de Maria da Cruz;314915
Minas Gerais;3149200;Pedrinópolis;314920
Minas Gerais;3149309;Pedro Leopoldo;314930
Minas Gerais;3149408;Pedro Teixeira;314940
Minas Gerais;3149507;Pequeri;314950
Minas Gerais;3149606;Pequi;314960
Minas Gerais;3149705;Perdigão;314970
Minas Gerais;3149804;Perdizes;314980
Minas Gerais;3149903;Perdões;314990
Minas Gerais;3149952;Periquito;314995
Minas Gerais;3150000;Pescador;315000
Minas Gerais;3150109;Piau;315010
Minas Gerais;3150158;Piedade de Caratinga;315015
Minas Gerais;3150208;Piedade de Ponte Nova;315020
Minas Gerais;3150307;Piedade do Rio Grande;315030
Minas Gerais;3150406;Piedade dos Gerais;315040
Minas Gerais;3150505;Pimenta;315050
Minas Gerais;3150539;Pingo-d'Água;315053
Minas Gerais;3150570;Pintópolis;315057
Minas Gerais;3150604;Piracema;315060
Minas Gerais;3150703;Pirajuba;315070
Minas Gerais;3150802;Piranga;315080
Minas Gerais;3150901;Piranguçu;315090
Minas Gerais;3151008;Piranguinho;315100
Minas Gerais;3151107;Pirapetinga;315110
Minas Gerais;3151206;Pirapora;315120
Minas Gerais;3151305;Piraúba;315130
Minas Gerais;3151404;Pitangui;315140
Minas Gerais;3151503;Piumhi;315150
Minas Gerais;3151602;Planura;315160
Minas Gerais;3151701;Poço Fundo;315170
Minas Gerais;3151800;Poços de Caldas;315180
Minas Gerais;3151909;Pocrane;315190
Minas Gerais;3152006;Pompéu;315200
Minas Gerais;3152105;Ponte Nova;315210
Minas Gerais;3152131;Ponto Chique;315213
Minas Gerais;3152170;Ponto dos Volantes;315217
Minas Gerais;3152204;Porteirinha;315220
Minas Gerais;3152303;Porto Firme;315230
Minas Gerais;3152402;Poté;315240
Minas Gerais;3152501;Pouso Alegre;315250
Minas Gerais;3152600;Pouso Alto;315260
Minas Gerais;3152709;Prados;315270
Minas Gerais;3152808;Prata;315280
Minas Gerais;3152907;Pratápolis;315290
Minas Gerais;3153004;Pratinha;315300
Minas Gerais;3153103;Presidente Bernardes;315310
Minas Gerais;3153202;Presidente Juscelino;315320
Minas Gerais;3153301;Presidente Kubitschek;315330
Minas Gerais;3153400;Presidente Olegário;315340
Minas Gerais;3153608;Prudente de Morais;315360
Minas Gerais;3153707;Quartel Geral;315370
Minas Gerais;3153806;Queluzito;315380
Minas Gerais;3153905;Raposos;315390
Minas Gerais;3154002;Raul Soares;315400
Minas Gerais;3154101;Recreio;315410
Minas Gerais;3154150;Reduto;315415
Minas Gerais;3154200;Resende Costa;315420
Minas Gerais;3154309;Resplendor;315430
Minas Gerais;3154408;Ressaquinha;315440
Minas Gerais;3154457;Riachinho;315445
Minas Gerais;3154507;Riacho dos Machados;315450
Minas Gerais;3154606;Ribeirão das Neves;315460
Minas Gerais;3154705;Ribeirão Vermelho;315470
Minas Gerais;3154804;Rio Acima;315480
Minas Gerais;3154903;Rio Casca;315490
Minas Gerais;3155108;Rio do Prado;315510
Minas Gerais;3155009;Rio Doce;315500
Minas Gerais;3155207;Rio Espera;315520
Minas Gerais;3155306;Rio Manso;315530
Minas Gerais;3155405;Rio Novo;315540
Minas Gerais;3155504;Rio Paranaíba;315550
Minas Gerais;3155603;Rio Pardo de Minas;315560
Minas Gerais;3155702;Rio Piracicaba;315570
Minas Gerais;3155801;Rio Pomba;315580
Minas Gerais;3155900;Rio Preto;315590
Minas Gerais;3156007;Rio Vermelho;315600
Minas Gerais;3156106;Ritápolis;315610
Minas Gerais;3156205;Rochedo de Minas;315620
Minas Gerais;3156304;Rodeiro;315630
Minas Gerais;3156403;Romaria;315640
Minas Gerais;3156452;Rosário da Limeira;315645
Minas Gerais;3156502;Rubelita;315650
Minas Gerais;3156601;Rubim;315660
Minas Gerais;3156700;Sabará;315670
Minas Gerais;3156809;Sabinópolis;315680
Minas Gerais;3156908;Sacramento;315690
Minas Gerais;3157005;Salinas;315700
Minas Gerais;3157104;Salto da Divisa;315710
Minas Gerais;3157203;Santa Bárbara;315720
Minas Gerais;3157252;Santa Bárbara do Leste;315725
Minas Gerais;3157278;Santa Bárbara do Monte Verde;315727
Minas Gerais;3157302;Santa Bárbara do Tugúrio;315730
Minas Gerais;3157336;Santa Cruz de Minas;315733
Minas Gerais;3157377;Santa Cruz de Salinas;315737
Minas Gerais;3157401;Santa Cruz do Escalvado;315740
Minas Gerais;3157500;Santa Efigênia de Minas;315750
Minas Gerais;3157609;Santa Fé de Minas;315760
Minas Gerais;3157658;Santa Helena de Minas;315765
Minas Gerais;3157708;Santa Juliana;315770
Minas Gerais;3157807;Santa Luzia;315780
Minas Gerais;3157906;Santa Margarida;315790
Minas Gerais;3158003;Santa Maria de Itabira;315800
Minas Gerais;3158102;Santa Maria do Salto;315810
Minas Gerais;3158201;Santa Maria do Suaçuí;315820
Minas Gerais;3159209;Santa Rita de Caldas;315920
Minas Gerais;3159407;Santa Rita de Ibitipoca;315940
Minas Gerais;3159308;Santa Rita de Jacutinga;315930
Minas Gerais;3159357;Santa Rita de Minas;315935
Minas Gerais;3159506;Santa Rita do Itueto;315950
Minas Gerais;3159605;Santa Rita do Sapucaí;315960
Minas Gerais;3159704;Santa Rosa da Serra;315970
Minas Gerais;3159803;Santa Vitória;315980
Minas Gerais;3158300;Santana da Vargem;315830
Minas Gerais;3158409;Santana de Cataguases;315840
Minas Gerais;3158508;Santana de Pirapama;315850
Minas Gerais;3158607;Santana do Deserto;315860
Minas Gerais;3158706;Santana do Garambéu;315870
Minas Gerais;3158805;Santana do Jacaré;315880
Minas Gerais;3158904;Santana do Manhuaçu;315890
Minas Gerais;3158953;Santana do Paraíso;315895
Minas Gerais;3159001;Santana do Riacho;315900
Minas Gerais;3159100;Santana dos Montes;315910
Minas Gerais;3159902;Santo Antônio do Amparo;315990
Minas Gerais;3160009;Santo Antônio do Aventureiro;316000
Minas Gerais;3160108;Santo Antônio do Grama;316010
Minas Gerais;3160207;Santo Antônio do Itambé;316020
Minas Gerais;3160306;Santo Antônio do Jacinto;316030
Minas Gerais;3160405;Santo Antônio do Monte;316040
Minas Gerais;3160454;Santo Antônio do Retiro;316045
Minas Gerais;3160504;Santo Antônio do Rio Abaixo;316050
Minas Gerais;3160603;Santo Hipólito;316060
Minas Gerais;3160702;Santos Dumont;316070
Minas Gerais;3160801;São Bento Abade;316080
Minas Gerais;3160900;São Brás do Suaçuí;316090
Minas Gerais;3160959;São Domingos das Dores;316095
Minas Gerais;3161007;São Domingos do Prata;316100
Minas Gerais;3161056;São Félix de Minas;316105
Minas Gerais;3161106;São Francisco;316110
Minas Gerais;3161205;São Francisco de Paula;316120
Minas Gerais;3161304;São Francisco de Sales;316130
Minas Gerais;3161403;São Francisco do Glória;316140
Minas Gerais;3161502;São Geraldo;316150
Minas Gerais;3161601;São Geraldo da Piedade;316160
Minas Gerais;3161650;São Geraldo do Baixio;316165
Minas Gerais;3161700;São Gonçalo do Abaeté;316170
Minas Gerais;3161809;São Gonçalo do Pará;316180
Minas Gerais;3161908;São Gonçalo do Rio Abaixo;316190
Minas Gerais;3125507;São Gonçalo do Rio Preto;312550
Minas Gerais;3162005;São Gonçalo do Sapucaí;316200
Minas Gerais;3162104;São Gotardo;316210
Minas Gerais;3162203;São João Batista do Glória;316220
Minas Gerais;3162252;São João da Lagoa;316225
Minas Gerais;3162302;São João da Mata;316230
Minas Gerais;3162401;São João da Ponte;316240
Minas Gerais;3162450;São João das Missões;316245
Minas Gerais;3162500;São João del Rei;316250
Minas Gerais;3162559;São João do Manhuaçu;316255
Minas Gerais;3162575;São João do Manteninha;316257
Minas Gerais;3162609;São João do Oriente;316260
Minas Gerais;3162658;São João do Pacuí;316265
Minas Gerais;3162708;São João do Paraíso;316270
Minas Gerais;3162807;São João Evangelista;316280
Minas Gerais;3162906;São João Nepomuceno;316290
Minas Gerais;3162922;São Joaquim de Bicas;316292
Minas Gerais;3162948;São José da Barra;316294
Minas Gerais;3162955;São José da Lapa;316295
Minas Gerais;3163003;São José da Safira;316300
Minas Gerais;3163102;São José da Varginha;316310
Minas Gerais;3163201;São José do Alegre;316320
Minas Gerais;3163300;São José do Divino;316330
Minas Gerais;3163409;São José do Goiabal;316340
Minas Gerais;3163508;São José do Jacuri;316350
Minas Gerais;3163607;São José do Mantimento;316360
Minas Gerais;3163706;São Lourenço;316370
Minas Gerais;3163805;São Miguel do Anta;316380
Minas Gerais;3163904;São Pedro da União;316390
Minas Gerais;3164100;São Pedro do Suaçuí;316410
Minas Gerais;3164001;São Pedro dos Ferros;316400
Minas Gerais;3164209;São Romão;316420
Minas Gerais;3164308;São Roque de Minas;316430
Minas Gerais;3164407;São Sebastião da Bela Vista;316440
Minas Gerais;3164431;São Sebastião da Vargem Alegre;316443
Minas Gerais;3164472;São Sebastião do Anta;316447
Minas Gerais;3164506;São Sebastião do Maranhão;316450
Minas Gerais;3164605;São Sebastião do Oeste;316460
Minas Gerais;3164704;São Sebastião do Paraíso;316470
Minas Gerais;3164803;São Sebastião do Rio Preto;316480
Minas Gerais;3164902;São Sebastião do Rio Verde;316490
Minas Gerais;3165008;São Tiago;316500
Minas Gerais;3165107;São Tomás de Aquino;316510
Minas Gerais;3165206;São Tomé das Letras;316520
Minas Gerais;3165305;São Vicente de Minas;316530
Minas Gerais;3165404;Sapucaí-Mirim;316540
Minas Gerais;3165503;Sardoá;316550
Minas Gerais;3165537;Sarzedo;316553
Minas Gerais;3165560;Sem-Peixe;316556
Minas Gerais;3165578;Senador Amaral;316557
Minas Gerais;3165602;Senador Cortes;316560
Minas Gerais;3165701;Senador Firmino;316570
Minas Gerais;3165800;Senador José Bento;316580
Minas Gerais;3165909;Senador Modestino Gonçalves;316590
Minas Gerais;3166006;Senhora de Oliveira;316600
Minas Gerais;3166105;Senhora do Porto;316610
Minas Gerais;3166204;Senhora dos Remédios;316620
Minas Gerais;3166303;Sericita;316630
Minas Gerais;3166402;Seritinga;316640
Minas Gerais;3166501;Serra Azul de Minas;316650
Minas Gerais;3166600;Serra da Saudade;316660
Minas Gerais;3166808;Serra do Salitre;316680
Minas Gerais;3166709;Serra dos Aimorés;316670
Minas Gerais;3166907;Serrania;316690
Minas Gerais;3166956;Serranópolis de Minas;316695
Minas Gerais;3167004;Serranos;316700
Minas Gerais;3167103;Serro;316710
Minas Gerais;3167202;Sete Lagoas;316720
Minas Gerais;3165552;Setubinha;316555
Minas Gerais;3167301;Silveirânia;316730
Minas Gerais;3167400;Silvianópolis;316740
Minas Gerais;3167509;Simão Pereira;316750
Minas Gerais;3167608;Simonésia;316760
Minas Gerais;3167707;Sobrália;316770
Minas Gerais;3167806;Soledade de Minas;316780
Minas Gerais;3167905;Tabuleiro;316790
Minas Gerais;3168002;Taiobeiras;316800
Minas Gerais;3168051;Taparuba;316805
Minas Gerais;3168101;Tapira;316810
Minas Gerais;3168200;Tapiraí;316820
Minas Gerais;3168309;Taquaraçu de Minas;316830
Minas Gerais;3168408;Tarumirim;316840
Minas Gerais;3168507;Teixeiras;316850
Minas Gerais;3168606;Teófilo Otoni;316860
Minas Gerais;3168705;Timóteo;316870
Minas Gerais;3168804;Tiradentes;316880
Minas Gerais;3168903;Tiros;316890
Minas Gerais;3169000;Tocantins;316900
Minas Gerais;3169059;Tocos do Moji;316905
Minas Gerais;3169109;Toledo;316910
Minas Gerais;3169208;Tombos;316920
Minas Gerais;3169307;Três Corações;316930
Minas Gerais;3169356;Três Marias;316935
Minas Gerais;3169406;Três Pontas;316940
Minas Gerais;3169505;Tumiritinga;316950
Minas Gerais;3169604;Tupaciguara;316960
Minas Gerais;3169703;Turmalina;316970
Minas Gerais;3169802;Turvolândia;316980
Minas Gerais;3169901;Ubá;316990
Minas Gerais;3170008;Ubaí;317000
Minas Gerais;3170057;Ubaporanga;317005
Minas Gerais;3170107;Uberaba;317010
Minas Gerais;3170206;Uberlândia;317020
Minas Gerais;3170305;Umburatiba;317030
Minas Gerais;3170404;Unaí;317040
Minas Gerais;3170438;União de Minas;317043
Minas Gerais;3170479;Uruana de Minas;317047
Minas Gerais;3170503;Urucânia;317050
Minas Gerais;3170529;Urucuia;317052
Minas Gerais;3170578;Vargem Alegre;317057
Minas Gerais;3170602;Vargem Bonita;317060
Minas Gerais;3170651;Vargem Grande do Rio Pardo;317065
Minas Gerais;3170701;Varginha;317070
Minas Gerais;3170750;Varjão de Minas;317075
Minas Gerais;3170800;Várzea da Palma;317080
Minas Gerais;3170909;Varzelândia;317090
Minas Gerais;3171006;Vazante;317100
Minas Gerais;3171030;Verdelândia;317103
Minas Gerais;3171071;Veredinha;317107
Minas Gerais;3171105;Veríssimo;317110
Minas Gerais;3171154;Vermelho Novo;317115
Minas Gerais;3171204;Vespasiano;317120
Minas Gerais;3171303;Viçosa;317130
Minas Gerais;3171402;Vieiras;317140
Minas Gerais;3171600;Virgem da Lapa;317160
Minas Gerais;3171709;Virgínia;317170
Minas Gerais;3171808;Virginópolis;317180
Minas Gerais;3171907;Virgolândia;317190
Minas Gerais;3172004;Visconde do Rio Branco;317200
Minas Gerais;3172103;Volta Grande;317210
Minas Gerais;3172202;Wenceslau Braz;317220
Espírito Santo;3200102;Afonso Cláudio;320010
Espírito Santo;3200169;Água Doce do Norte;320016
Espírito Santo;3200136;Águia Branca;320013
Espírito Santo;3200201;Alegre;320020
Espírito Santo;3200300;Alfredo Chaves;320030
Espírito Santo;3200359;Alto Rio Novo;320035
Espírito Santo;3200409;Anchieta;320040
Espírito Santo;3200508;Apiacá;320050
Espírito Santo;3200607;Aracruz;320060
Espírito Santo;3200706;Atílio Vivácqua;320070
Espírito Santo;3200805;Baixo Guandu;320080
Espírito Santo;3200904;Barra de São Francisco;320090
Espírito Santo;3201001;Boa Esperança;320100
Espírito Santo;3201100;Bom Jesus do Norte;320110
Espírito Santo;3201159;Brejetuba;320115
Espírito Santo;3201209;Cachoeiro de Itapemirim;320120
Espírito Santo;3201308;Cariacica;320130
Espírito Santo;3201407;Castelo;320140
Espírito Santo;3201506;Colatina;320150
Espírito Santo;3201605;Conceição da Barra;320160
Espírito Santo;3201704;Conceição do Castelo;320170
Espírito Santo;3201803;Divino de São Lourenço;320180
Espírito Santo;3201902;Domingos Martins;320190
Espírito Santo;3202009;Dores do Rio Preto;320200
Espírito Santo;3202108;Ecoporanga;320210
Espírito Santo;3202207;Fundão;320220
Espírito Santo;3202256;Governador Lindenberg;320225
Espírito Santo;3202306;Guaçuí;320230
Espírito Santo;3202405;Guarapari;320240
Espírito Santo;3202454;Ibatiba;320245
Espírito Santo;3202504;Ibiraçu;320250
Espírito Santo;3202553;Ibitirama;320255
Espírito Santo;3202603;Iconha;320260
Espírito Santo;3202652;Irupi;320265
Espírito Santo;3202702;Itaguaçu;320270
Espírito Santo;3202801;Itapemirim;320280
Espírito Santo;3202900;Itarana;320290
Espírito Santo;3203007;Iúna;320300
Espírito Santo;3203056;Jaguaré;320305
Espírito Santo;3203106;Jerônimo Monteiro;320310
Espírito Santo;3203130;João Neiva;320313
Espírito Santo;3203163;Laranja da Terra;320316
Espírito Santo;3203205;Linhares;320320
Espírito Santo;3203304;Mantenópolis;320330
Espírito Santo;3203320;Marataízes;320332
Espírito Santo;3203346;Marechal Floriano;320334
Espírito Santo;3203353;Marilândia;320335
Espírito Santo;3203403;Mimoso do Sul;320340
Espírito Santo;3203502;Montanha;320350
Espírito Santo;3203601;Mucurici;320360
Espírito Santo;3203700;Muniz Freire;320370
Espírito Santo;3203809;Muqui;320380
Espírito Santo;3203908;Nova Venécia;320390
Espírito Santo;3204005;Pancas;320400
Espírito Santo;3204054;Pedro Canário;320405
Espírito Santo;3204104;Pinheiros;320410
Espírito Santo;3204203;Piúma;320420
Espírito Santo;3204252;Ponto Belo;320425
Espírito Santo;3204302;Presidente Kennedy;320430
Espírito Santo;3204351;Rio Bananal;320435
Espírito Santo;3204401;Rio Novo do Sul;320440
Espírito Santo;3204500;Santa Leopoldina;320450
Espírito Santo;3204559;Santa Maria de Jetibá;320455
Espírito Santo;3204609;Santa Teresa;320460
Espírito Santo;3204658;São Domingos do Norte;320465
Espírito Santo;3204708;São Gabriel da Palha;320470
Espírito Santo;3204807;São José do Calçado;320480
Espírito Santo;3204906;São Mateus;320490
Espírito Santo;3204955;São Roque do Canaã;320495
Espírito Santo;3205002;Serra;320500
Espírito Santo;3205010;Sooretama;320501
Espírito Santo;3205036;Vargem Alta;320503
Espírito Santo;3205069;Venda Nova do Imigrante;320506
Espírito Santo;3205101;Viana;320510
Espírito Santo;3205150;Vila Pavão;320515
Espírito Santo;3205176;Vila Valério;320517
Espírito Santo;3205200;Vila Velha;320520
Espírito Santo;3205309;Vitória;320530
Rio de Janeiro;3300100;Angra dos Reis;330010
Rio de Janeiro;3300159;Aperibé;330015
Rio de Janeiro;3300209;Araruama;330020
Rio de Janeiro;3300225;Areal;330022
Rio de Janeiro;3300233;Armação dos Búzios;330023
Rio de Janeiro;3300258;Arraial do Cabo;330025
Rio de Janeiro;3300308;Barra do Piraí;330030
Rio de Janeiro;3300407;Barra Mansa;330040
Rio de Janeiro;3300456;Belford Roxo;330045
Rio de Janeiro;3300506;Bom Jardim;330050
Rio de Janeiro;3300605;Bom Jesus do Itabapoana;330060
Rio de Janeiro;3300704;Cabo Frio;330070
Rio de Janeiro;3300803;Cachoeiras de Macacu;330080
Rio de Janeiro;3300902;Cambuci;330090
Rio de Janeiro;3301009;Campos dos Goytacazes;330100
Rio de Janeiro;3301108;Cantagalo;330110
Rio de Janeiro;3300936;Carapebus;330093
Rio de Janeiro;3301157;Cardoso Moreira;330115
Rio de Janeiro;3301207;Carmo;330120
Rio de Janeiro;3301306;Casimiro de Abreu;330130
Rio de Janeiro;3300951;Comendador Levy Gasparian;330095
Rio de Janeiro;3301405;Conceição de Macabu;330140
Rio de Janeiro;3301504;Cordeiro;330150
Rio de Janeiro;3301603;Duas Barras;330160
Rio de Janeiro;3301702;Duque de Caxias;330170
Rio de Janeiro;3301801;Engenheiro Paulo de Frontin;330180
Rio de Janeiro;3301850;Guapimirim;330185
Rio de Janeiro;3301876;Iguaba Grande;330187
Rio de Janeiro;3301900;Itaboraí;330190
Rio de Janeiro;3302007;Itaguaí;330200
Rio de Janeiro;3302056;Italva;330205
Rio de Janeiro;3302106;Itaocara;330210
Rio de Janeiro;3302205;Itaperuna;330220
Rio de Janeiro;3302254;Itatiaia;330225
Rio de Janeiro;3302270;Japeri;330227
Rio de Janeiro;3302304;Laje do Muriaé;330230
Rio de Janeiro;3302403;Macaé;330240
Rio de Janeiro;3302452;Macuco;330245
Rio de Janeiro;3302502;Magé;330250
Rio de Janeiro;3302601;Mangaratiba;330260
Rio de Janeiro;3302700;Maricá;330270
Rio de Janeiro;3302809;Mendes;330280
Rio de Janeiro;3302858;Mesquita;330285
Rio de Janeiro;3302908;Miguel Pereira;330290
Rio de Janeiro;3303005;Miracema;330300
Rio de Janeiro;3303104;Natividade;330310
Rio de Janeiro;3303203;Nilópolis;330320
Rio de Janeiro;3303302;Niterói;330330
Rio de Janeiro;3303401;Nova Friburgo;330340
Rio de Janeiro;3303500;Nova Iguaçu;330350
Rio de Janeiro;3303609;Paracambi;330360
Rio de Janeiro;3303708;Paraíba do Sul;330370
Rio de Janeiro;3303807;Paraty;330380
Rio de Janeiro;3303856;Paty do Alferes;330385
Rio de Janeiro;3303906;Petrópolis;330390
Rio de Janeiro;3303955;Pinheiral;330395
Rio de Janeiro;3304003;Piraí;330400
Rio de Janeiro;3304102;Porciúncula;330410
Rio de Janeiro;3304110;Porto Real;330411
Rio de Janeiro;3304128;Quatis;330412
Rio de Janeiro;3304144;Queimados;330414
Rio de Janeiro;3304151;Quissamã;330415
Rio de Janeiro;3304201;Resende;330420
Rio de Janeiro;3304300;Rio Bonito;330430
Rio de Janeiro;3304409;Rio Claro;330440
Rio de Janeiro;3304508;Rio das Flores;330450
Rio de Janeiro;3304524;Rio das Ostras;330452
Rio de Janeiro;3304557;Rio de Janeiro;330455
Rio de Janeiro;3304607;Santa Maria Madalena;330460
Rio de Janeiro;3304706;Santo Antônio de Pádua;330470
Rio de Janeiro;3304805;São Fidélis;330480
Rio de Janeiro;3304755;São Francisco de Itabapoana;330475
Rio de Janeiro;3304904;São Gonçalo;330490
Rio de Janeiro;3305000;São João da Barra;330500
Rio de Janeiro;3305109;São João de Meriti;330510
Rio de Janeiro;3305133;São José de Ubá;330513
Rio de Janeiro;3305158;São José do Vale do Rio Preto;330515
Rio de Janeiro;3305208;São Pedro da Aldeia;330520
Rio de Janeiro;3305307;São Sebastião do Alto;330530
Rio de Janeiro;3305406;Sapucaia;330540
Rio de Janeiro;3305505;Saquarema;330550
Rio de Janeiro;3305554;Seropédica;330555
Rio de Janeiro;3305604;Silva Jardim;330560
Rio de Janeiro;3305703;Sumidouro;330570
Rio de Janeiro;3305752;Tanguá;330575
Rio de Janeiro;3305802;Teresópolis;330580
Rio de Janeiro;3305901;Trajano de Moraes;330590
Rio de Janeiro;3306008;Três Rios;330600
Rio de Janeiro;3306107;Valença;330610
Rio de Janeiro;3306156;Varre-Sai;330615
Rio de Janeiro;3306206;Vassouras;330620
Rio de Janeiro;3306305;Volta Redonda;330630
São Paulo;3500105;Adamantina;350010
São Paulo;3500204;Adolfo;350020
São Paulo;3500303;Aguaí;350030
São Paulo;3500402;Águas da Prata;350040
São Paulo;3500501;Águas de Lindóia;350050
São Paulo;3500550;Águas de Santa Bárbara;350055
São Paulo;3500600;Águas de São Pedro;350060
São Paulo;3500709;Agudos;350070
São Paulo;3500758;Alambari;350075
São Paulo;3500808;Alfredo Marcondes;350080
São Paulo;3500907;Altair;350090
São Paulo;3501004;Altinópolis;350100
São Paulo;3501103;Alto Alegre;350110
São Paulo;3501152;Alumínio;350115
São Paulo;3501202;Álvares Florence;350120
São Paulo;3501301;Álvares Machado;350130
São Paulo;3501400;Álvaro de Carvalho;350140
São Paulo;3501509;Alvinlândia;350150
São Paulo;3501608;Americana;350160
São Paulo;3501707;Américo Brasiliense;350170
São Paulo;3501806;Américo de Campos;350180
São Paulo;3501905;Amparo;350190
São Paulo;3502002;Analândia;350200
São Paulo;3502101;Andradina;350210
São Paulo;3502200;Angatuba;350220
São Paulo;3502309;Anhembi;350230
São Paulo;3502408;Anhumas;350240
São Paulo;3502507;Aparecida;350250
São Paulo;3502606;Aparecida d'Oeste;350260
São Paulo;3502705;Apiaí;350270
São Paulo;3502754;Araçariguama;350275
São Paulo;3502804;Araçatuba;350280
São Paulo;3502903;Araçoiaba da Serra;350290
São Paulo;3503000;Aramina;350300
São Paulo;3503109;Arandu;350310
São Paulo;3503158;Arapeí;350315
São Paulo;3503208;Araraquara;350320
São Paulo;3503307;Araras;350330
São Paulo;3503356;Arco-Íris;350335
São Paulo;3503406;Arealva;350340
São Paulo;3503505;Areias;350350
São Paulo;3503604;Areiópolis;350360
São Paulo;3503703;Ariranha;350370
São Paulo;3503802;Artur Nogueira;350380
São Paulo;3503901;Arujá;350390
São Paulo;3503950;Aspásia;350395
São Paulo;3504008;Assis;350400
São Paulo;3504107;Atibaia;350410
São Paulo;3504206;Auriflama;350420
São Paulo;3504305;Avaí;350430
São Paulo;3504404;Avanhandava;350440
São Paulo;3504503;Avaré;350450
São Paulo;3504602;Bady Bassitt;350460
São Paulo;3504701;Balbinos;350470
São Paulo;3504800;Bálsamo;350480
São Paulo;3504909;Bananal;350490
São Paulo;3505005;Barão de Antonina;350500
São Paulo;3505104;Barbosa;350510
São Paulo;3505203;Bariri;350520
São Paulo;3505302;Barra Bonita;350530
São Paulo;3505351;Barra do Chapéu;350535
São Paulo;3505401;Barra do Turvo;350540
São Paulo;3505500;Barretos;350550
São Paulo;3505609;Barrinha;350560
São Paulo;3505708;Barueri;350570
São Paulo;3505807;Bastos;350580
São Paulo;3505906;Batatais;350590
São Paulo;3506003;Bauru;350600
São Paulo;3506102;Bebedouro;350610
São Paulo;3506201;Bento de Abreu;350620
São Paulo;3506300;Bernardino de Campos;350630
São Paulo;3506359;Bertioga;350635
São Paulo;3506409;Bilac;350640
São Paulo;3506508;Birigui;350650
São Paulo;3506607;Biritiba Mirim;350660
São Paulo;3506706;Boa Esperança do Sul;350670
São Paulo;3506805;Bocaina;350680
São Paulo;3506904;Bofete;350690
São Paulo;3507001;Boituva;350700
São Paulo;3507100;Bom Jesus dos Perdões;350710
São Paulo;3507159;Bom Sucesso de Itararé;350715
São Paulo;3507209;Borá;350720
São Paulo;3507308;Boracéia;350730
São Paulo;3507407;Borborema;350740
São Paulo;3507456;Borebi;350745
São Paulo;3507506;Botucatu;350750
São Paulo;3507605;Bragança Paulista;350760
São Paulo;3507704;Braúna;350770
São Paulo;3507753;Brejo Alegre;350775
São Paulo;3507803;Brodowski;350780
São Paulo;3507902;Brotas;350790
São Paulo;3508009;Buri;350800
São Paulo;3508108;Buritama;350810
São Paulo;3508207;Buritizal;350820
São Paulo;3508306;Cabrália Paulista;350830
São Paulo;3508405;Cabreúva;350840
São Paulo;3508504;Caçapava;350850
São Paulo;3508603;Cachoeira Paulista;350860
São Paulo;3508702;Caconde;350870
São Paulo;3508801;Cafelândia;350880
São Paulo;3508900;Caiabu;350890
São Paulo;3509007;Caieiras;350900
São Paulo;3509106;Caiuá;350910
São Paulo;3509205;Cajamar;350920
São Paulo;3509254;Cajati;350925
São Paulo;3509304;Cajobi;350930
São Paulo;3509403;Cajuru;350940
São Paulo;3509452;Campina do Monte Alegre;350945
São Paulo;3509502;Campinas;350950
São Paulo;3509601;Campo Limpo Paulista;350960
São Paulo;3509700;Campos do Jordão;350970
São Paulo;3509809;Campos Novos Paulista;350980
São Paulo;3509908;Cananéia;350990
São Paulo;3509957;Canas;350995
São Paulo;3510005;Cândido Mota;351000
São Paulo;3510104;Cândido Rodrigues;351010
São Paulo;3510153;Canitar;351015
São Paulo;3510203;Capão Bonito;351020
São Paulo;3510302;Capela do Alto;351030
São Paulo;3510401;Capivari;351040
São Paulo;3510500;Caraguatatuba;351050
