UF,UF_SIGLA,COD_MUN_COMPL,NOME_MUNICIPIO,COD_MUN,LONGITUDE,LATITUDE
Paraíba,PB,2511202,PEDRAS DE FOGO,251120,-35.11317798270654,-7.401538500000001
Paraíba,PB,2512721,PEDRO RÉGIS,251272,-35.2930058538096,-6.6444714972660766
Paraíba,PB,2511301,PIANCÓ,251130,-37.92651900117804,-7.192569875997302
Paraíba,PB,2511400,PICUÍ,251140,-36.3470460251457,-6.510135657406542
Paraíba,PB,2511509,PILAR,251150,-35.25988040762484,-7.259887984916436
Paraíba,PB,2511608,PILÕES,251160,-35.61554059469942,-6.869220528249145
Paraíba,PB,2511707,PILÕEZINHOS,251170,-35.53058570403304,-6.840568783043277
Paraíba,PB,2511806,PIRPIRITUBA,251180,-35.49771579275069,-6.7808000984550905
Paraíba,PB,2511905,PITIMBU,251190,-34.8139304142683,-7.482413396031271
Paraíba,PB,2512002,POCINHOS,251200,-36.05644228101006,-7.078617269369861
Paraíba,PB,2512036,POÇO DANTAS,251203,-38.49716553323989,-6.407175642021696
Paraíba,PB,2512077,POÇO DE JOSÉ DE MOURA,251207,-38.50999999131955,-6.576918815854986
Paraíba,PB,2512101,POMBAL,251210,-37.79826727136295,-6.769855485000002
Paraíba,PB,2512200,PRATA,251220,-37.08233397518706,-7.696983084344955
Paraíba,PB,2512309,PRINCESA ISABEL,251230,-37.99366400961621,-7.73386645898496
Paraíba,PB,2512408,PUXINANÃ,251240,-35.95849407312463,-7.1489066440628966
Paraíba,PB,2512507,QUEIMADAS,251250,-35.899433911222914,-7.360791500000001
Paraíba,PB,2512606,QUIXABÁ,251260,-37.147098704348636,-7.030817606573955
Paraíba,PB,2512705,REMÍGIO,251270,-35.79583319012493,-6.966292951988966
Paraíba,PB,2512747,RIACHÃO,251274,-35.66272169435347,-6.542676527889931
Paraíba,PB,2512754,RIACHÃO DO BACAMARTE,251275,-35.65538765832914,-7.25059477327924
Paraíba,PB,2512762,RIACHÃO DO POÇO,251276,-35.261242692012154,-7.151503615740257
Paraíba,PB,2512788,RIACHO DE SANTO ANTÔNIO,251278,-36.15670977274184,-7.690295344540182
Paraíba,PB,2512804,RIACHO DOS CAVALOS,251280,-37.65383539103466,-6.43649424914114
Paraíba,PB,2512903,RIO TINTO,251290,-35.07885222595154,-6.808448500000001
Paraíba,PB,2513000,SALGADINHO,251300,-36.845502894286234,-7.103034733088711
Paraíba,PB,2513109,SALGADO DE SÃO FÉLIX,251310,-35.44330173949712,-7.3553573137170565
Paraíba,PB,2513158,SANTA CECÍLIA,251315,-35.87747446662798,-7.742905962215981
Paraíba,PB,2513208,SANTA CRUZ,251320,-38.0605555920097,-6.535014167517826
Paraíba,PB,2513307,SANTA HELENA,251330,-38.64278967065558,-6.718694199642931
Paraíba,PB,2513356,SANTA INÊS,251335,-38.55959992963182,-7.627779718543045
Paraíba,PB,2513406,SANTA LUZIA,251340,-36.921678330044664,-6.871863261882521
Paraíba,PB,2513703,SANTA RITA,251370,-34.96583927827088,-7.138084500000001
Paraíba,PB,2513802,SANTA TERESINHA,251380,-37.44171779546982,-7.084191705262466
Paraíba,PB,2513505,SANTANA DE MANGUEIRA,251350,-38.33258115394165,-7.551213409528735
Paraíba,PB,2513604,SANTANA DOS GARROTES,251360,-37.985043099929555,-7.3876444597283655
Paraíba,PB,2513851,SANTO ANDRÉ,251385,-36.630975433054594,-7.220489122833161
Paraíba,PB,2513927,SÃO BENTINHO,251392,-37.72272130056542,-6.890308508997542
Paraíba,PB,2513901,SÃO BENTO,251390,-37.44934966442204,-6.489307540791411
Paraíba,PB,2513968,SÃO DOMINGOS,251396,-37.9426027474446,-6.8159249809165265
Paraíba,PB,2513943,SÃO DOMINGOS DO CARIRI,251394,-36.43592940050562,-7.632990702503135
Paraíba,PB,2513984,SÃO FRANCISCO,251398,-38.097141233912716,-6.6192799824053115
Paraíba,PB,2514008,SÃO JOÃO DO CARIRI,251400,-36.53152093588718,-7.390201335755121
Paraíba,PB,2500700,SÃO JOÃO DO RIO DO PEIXE,250070,-38.445453570848024,-6.734430828320516
Paraíba,PB,2514107,SÃO JOÃO DO TIGRE,251410,-36.845743321568506,-8.081042889364747
Paraíba,PB,2514206,SÃO JOSÉ DA LAGOA TAPADA,251420,-38.157770189267374,-6.944231489413981
Paraíba,PB,2514305,SÃO JOSÉ DE CAIANA,251430,-38.297823370235356,-7.249159631083652
Paraíba,PB,2514404,SÃO JOSÉ DE ESPINHARAS,251440,-37.32511483997887,-6.844179608463571
Paraíba,PB,2514503,SÃO JOSÉ DE PIRANHAS,251450,-38.501074820649684,-7.120869957443782
Paraíba,PB,2514552,SÃO JOSÉ DE PRINCESA,251455,-38.09880272025587,-7.742969450763901
Paraíba,PB,2514602,SÃO JOSÉ DO BONFIM,251460,-37.30924472848152,-7.160914977358966
Paraíba,PB,2514651,SÃO JOSÉ DO BREJO DO CRUZ,251465,-37.35382967617837,-6.212915340739816
Paraíba,PB,2514701,SÃO JOSÉ DO SABUGI,251470,-36.79749321819718,-6.775531406837116
Paraíba,PB,2514800,SÃO JOSÉ DOS CORDEIROS,251480,-36.80277781950645,-7.3926426969583865
Paraíba,PB,2514453,SÃO JOSÉ DOS RAMOS,251445,-35.37796105448737,-7.247127357216317
Paraíba,PB,2514909,SÃO MAMEDE,251490,-37.094857385240125,-6.930228371390161
Paraíba,PB,2515005,SÃO MIGUEL DE TAIPU,251500,-35.21045139187975,-7.24923353038705
Paraíba,PB,2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,251510,-35.86641391152231,-7.100945955244036
Paraíba,PB,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,251520,-37.00841697800216,-8.157118754684742
Paraíba,PB,2515401,SERIDÓ,251540,-36.410764109556794,-6.856908563172916
Paraíba,PB,2515302,SAPÉ,251530,-35.2304326165497,-7.087111000000002
Paraíba,PB,2515500,SERRA BRANCA,251550,-36.65566686292294,-7.4805025244756
Paraíba,PB,2515609,SERRA DA RAIZ,251560,-35.44273883688492,-6.6855176500536855
Paraíba,PB,2515708,SERRA GRANDE,251570,-38.374894787041946,-7.214147757840286
Paraíba,PB,2515807,SERRA REDONDA,251580,-35.6742704972443,-7.182549424682721
Paraíba,PB,2515906,SERRARIA,251590,-35.64414257075712,-6.817088942847311
Paraíba,PB,2515930,SERTÃOZINHO,251593,-35.4417507457045,-6.75079754596171
Paraíba,PB,2515971,SOBRADO,251597,-35.23819547903127,-7.144575613637347
Paraíba,PB,2516003,SOLÂNEA,251600,-35.65615840772553,-6.7598975
Paraíba,PB,2516102,SOLEDADE,251610,-36.36266486037696,-7.058741377776251
Paraíba,PB,2516151,SOSSÊGO,251615,-36.24822387883828,-6.76752752888267
Paraíba,PB,2516201,SOUSA,251620,-38.22960508060106,-6.763378005000002
Paraíba,PB,2516300,SUMÉ,251630,-36.88027614573206,-7.671053615147051
Paraíba,PB,2516409,TACIMA,251640,-35.6388366564942,-6.488916942454722
Paraíba,PB,2516508,TAPEROÁ,251650,-36.82899853428176,-7.209539350996876
Paraíba,PB,2516607,TAVARES,251660,-37.87859193246047,-7.635708446194162
Paraíba,PB,2516706,TEIXEIRA,251670,-37.251561577626696,-7.223702908614756
Paraíba,PB,2516755,TENÓRIO,251675,-36.62799987440851,-6.938260402931706
Paraíba,PB,2516805,TRIUNFO,251680,-38.59809833127503,-6.576835507385701
Paraíba,PB,2516904,UIRAÚNA,251690,-38.40702701015277,-6.524927095130812
Paraíba,PB,2517001,UMBUZEIRO,251700,-35.67147082288783,-7.698206329355246
Paraíba,PB,2517100,VÁRZEA,251710,-36.99272100433151,-6.770807246782827
Paraíba,PB,2517209,VIEIRÓPOLIS,251720,-38.27784349806534,-6.545713551685781
Paraíba,PB,2505501,VISTA SERRANA,250550,-37.56791453274635,-6.740687272424207
Paraíba,PB,2517407,ZABELÊ,251740,-37.09355197288858,-8.076874197249401
Pernambuco,PE,2600054,ABREU E LIMA,260005,-34.899130584730386,-7.9044489900000015
Pernambuco,PE,2600104,AFOGADOS DA INGAZEIRA,260010,-37.63768601810217,-7.748327585831511
Pernambuco,PE,2600203,AFRÂNIO,260020,-41.00579734109487,-8.51109128375517
Pernambuco,PE,2600302,AGRESTINA,260030,-35.94677683746,-8.455973000000002
Pernambuco,PE,2600401,ÁGUA PRETA,260040,-35.518557351191895,-8.709122552311742
Pernambuco,PE,2600500,ÁGUAS BELAS,260050,-37.121957168560606,-9.114589500000003
Pernambuco,PE,2600609,ALAGOINHA,260060,-36.77545600831662,-8.466270522984678
Pernambuco,PE,2600708,ALIANÇA,260070,-35.22850149706502,-7.604729808463406
Pernambuco,PE,2600807,ALTINHO,260080,-36.05969975858323,-8.489592500000002
Pernambuco,PE,2600906,AMARAJI,260090,-35.45077292099574,-8.378487000000002
Pernambuco,PE,2601003,ANGELIM,260100,-36.28481435549832,-8.890374207909945
Pernambuco,PE,2601052,ARAÇOIABA,260105,-35.09396652753815,-7.785641872514507
Pernambuco,PE,2601102,ARARIPINA,260110,-40.502460574994096,-7.578141500000001
Pernambuco,PE,2601201,ARCOVERDE,260120,-37.05650556462452,-8.423940500000002
Pernambuco,PE,2601300,BARRA DE GUABIRABA,260130,-35.66281888582447,-8.42093503757972
Pernambuco,PE,2601409,BARREIROS,260140,-35.19908598731734,-8.814137990106845
Pernambuco,PE,2601508,BELÉM DE MARIA,260150,-35.83992409013165,-8.621201910617296
Pernambuco,PE,2601607,BELÉM DO SÃO FRANCISCO,260160,-38.961599564972566,-8.751462780085852
Pernambuco,PE,2601706,BELO JARDIM,260170,-36.420035083017986,-8.335295439358296
Pernambuco,PE,2601805,BETÂNIA,260180,-38.038738136647105,-8.269840789626675
Pernambuco,PE,2601904,BEZERROS,260190,-35.75448794587797,-8.235359500000001
Pernambuco,PE,2602001,BODOCÓ,260200,-39.936163185039426,-7.779342626991366
Pernambuco,PE,2602100,BOM CONSELHO,260210,-36.67931438570702,-9.163382984885468
Pernambuco,PE,2602209,BOM JARDIM,260220,-35.587139502287805,-7.799512180740025
Pernambuco,PE,2602308,BONITO,260230,-35.728527925927516,-8.472260500000003
Pernambuco,PE,2602407,BREJÃO,260240,-36.56469665926726,-9.02724915072048
Pernambuco,PE,2602506,BREJINHO,260250,-37.287334553979754,-7.345671275966301
Pernambuco,PE,2602605,BREJO DA MADRE DE DEUS,260260,-36.370391441331925,-8.148956500000002
Pernambuco,PE,2602704,BUENOS AIRES,260270,-35.32957041420064,-7.724372210035391
Pernambuco,PE,2602803,BUÍQUE,260280,-37.156988114845,-8.622059040682316
Pernambuco,PE,2602902,CABO DE SANTO AGOSTINHO,260290,-35.0384889718131,-8.289864230297882
Pernambuco,PE,2603009,CABROBÓ,260300,-39.30984133797071,-8.515105483269084
Pernambuco,PE,2603108,CACHOEIRINHA,260310,-36.23599141178907,-8.486831073038653
Pernambuco,PE,2603207,CAETÉS,260320,-36.624804007612376,-8.775594844788822
Pernambuco,PE,2603306,CALÇADO,260330,-36.333288079536366,-8.73837794373232
Pernambuco,PE,2603405,CALUMBI,260340,-38.15374592427908,-7.938427326675035
Pernambuco,PE,2603454,CAMARAGIBE,260345,-34.99572135638558,-8.0205217674976
Pernambuco,PE,2603504,CAMOCIM DE SÃO FÉLIX,260350,-35.76519472655378,-8.36213804006225
Pernambuco,PE,2603603,CAMUTANGA,260360,-35.282790643847726,-7.407082419939067
Pernambuco,PE,2603702,CANHOTINHO,260370,-36.193574878073974,-8.883870562156186
Pernambuco,PE,2603801,CAPOEIRAS,260380,-36.62379801729285,-8.736142679742562
Pernambuco,PE,2603900,CARNAÍBA,260390,-37.79339890255097,-7.803058218905662
Pernambuco,PE,2603926,CARNAUBEIRA DA PENHA,260392,-38.743421946946505,-8.320607964676507
Pernambuco,PE,2604007,CARPINA,260400,-35.258060605913066,-7.846886716417315
Pernambuco,PE,2604106,CARUARU,260410,-35.967073360053526,-8.285898000000001
Pernambuco,PE,2604155,CASINHAS,260415,-35.72532310335554,-7.743206567919981
Pernambuco,PE,2604205,CATENDE,260420,-35.72166665734873,-8.670307500000002
Pernambuco,PE,2604304,CEDRO,260430,-39.23713821533782,-7.717469233303412
Pernambuco,PE,2604403,CHÃ DE ALEGRIA,260440,-35.213726736210965,-7.99790078017443
Pernambuco,PE,2604502,CHÃ GRANDE,260450,-35.46474081251405,-8.240112776513987
Pernambuco,PE,2604601,CONDADO,260460,-35.104118490651494,-7.589382255000002
Pernambuco,PE,2604700,CORRENTES,260470,-36.32970189531368,-9.128665501519047
Pernambuco,PE,2604809,CORTÊS,260480,-35.54158690000228,-8.4751512172918
Pernambuco,PE,2604908,CUMARU,260490,-35.69469896311545,-8.015032442864282
Pernambuco,PE,2605004,CUPIRA,260500,-35.95025736641673,-8.611282660163946
Pernambuco,PE,2605103,CUSTÓDIA,260510,-37.641096590666805,-8.089002
Pernambuco,PE,2605152,DORMENTES,260515,-40.77073581309657,-8.448656986515411
Pernambuco,PE,2605202,ESCADA,260520,-35.23615742444756,-8.362521990000003
Pernambuco,PE,2605301,EXU,260530,-39.722728339267626,-7.516307000000001
Pernambuco,PE,2605400,FEIRA NOVA,260540,-35.39059798646399,-7.948727742164777
Pernambuco,PE,2605459,FERNANDO DE NORONHA,260545,-32.43518632805294,-3.852021400781811
Pernambuco,PE,2605509,FERREIROS,260550,-35.24407021243511,-7.4454942052589415
Pernambuco,PE,2605608,FLORES,260560,-37.97145611377823,-7.861714474930791
Pernambuco,PE,2605707,FLORESTA,260570,-38.57123934198719,-8.600826500000002
Pernambuco,PE,2605806,FREI MIGUELINHO,260580,-35.92312764193755,-7.944458247401326
Pernambuco,PE,2605905,GAMELEIRA,260590,-35.38661078345591,-8.583835770543375
Pernambuco,PE,2606002,GARANHUNS,260600,-36.49305028210046,-8.88890553
Pernambuco,PE,2606101,GLÓRIA DO GOITÁ,260610,-35.29232239226227,-7.99960847212724
Pernambuco,PE,2606200,GOIANA,260620,-34.99837629715276,-7.559231854867166
Pernambuco,PE,2606309,GRANITO,260630,-39.61928634320211,-7.7092532823497315
Pernambuco,PE,2606408,GRAVATÁ,260640,-35.571492393837325,-8.2059995
Pernambuco,PE,2606507,IATI,260650,-36.847275968433664,-9.045709250879531
Pernambuco,PE,2606606,IBIMIRIM,260660,-37.69004668968328,-8.538762208249727
Pernambuco,PE,2606705,IBIRAJUBA,260670,-36.18046309238646,-8.580534935605906
Pernambuco,PE,2606804,IGARASSU,260680,-34.910583387587494,-7.828371990000002
Pernambuco,PE,2606903,IGUARACI,260690,-37.51882111849618,-7.844774301305351
Pernambuco,PE,2607604,ILHA DE ITAMARACÁ,260760,-34.82395056703401,-7.746573317663882
Pernambuco,PE,2607000,INAJÁ,260700,-37.824485111230395,-8.902046078875985
Pernambuco,PE,2607109,INGAZEIRA,260710,-37.45767047435627,-7.677797194515296
Pernambuco,PE,2607208,IPOJUCA,260720,-35.063471937937074,-8.396986500000002
Pernambuco,PE,2607307,IPUBI,260730,-40.1502087501672,-7.649704500000001
Pernambuco,PE,2607406,ITACURUBA,260740,-38.686341689312364,-8.724515064789712
Pernambuco,PE,2607505,ITAÍBA,260750,-37.41894845892738,-8.940054400359902
Pernambuco,PE,2607653,ITAMBÉ,260765,-35.11062735743172,-7.409263860000001
Pernambuco,PE,2607703,ITAPETIM,260770,-37.18843931096047,-7.378428528421987
Pernambuco,PE,2607752,ITAPISSUMA,260775,-34.889271048723465,-7.774034764746537
Pernambuco,PE,2607802,ITAQUITINGA,260780,-35.102614569503764,-7.666393608502296
Pernambuco,PE,2607901,JABOATÃO DOS GUARARAPES,260790,-34.92117346726028,-8.16539146735745
Pernambuco,PE,2607950,JAQUEIRA,260795,-35.79739521375994,-8.72796987804595
Pernambuco,PE,2608008,JATAÚBA,260800,-36.49882854841629,-7.9872577772456115
Pernambuco,PE,2608057,JATOBÁ,260805,-38.275037662384285,-9.18506999252143
Pernambuco,PE,2608107,JOÃO ALFREDO,260810,-35.59150236899033,-7.860188727039862
Pernambuco,PE,2608206,JOAQUIM NABUCO,260820,-35.52924182616144,-8.626898299456347
Pernambuco,PE,2608255,JUCATI,260825,-36.490386523677195,-8.707028964374581
Pernambuco,PE,2608305,JUPI,260830,-36.411733738465465,-8.706096852793387
Pernambuco,PE,2608404,JUREMA,260840,-36.13595449062285,-8.719667174028501
Pernambuco,PE,2608503,LAGOA DE ITAENGA,260850,-35.29280365252708,-7.932378178540146
Pernambuco,PE,2608453,LAGOA DO CARRO,260845,-35.312601923425596,-7.844232495202619
Pernambuco,PE,2608602,LAGOA DO OURO,260860,-36.46431693182962,-9.124171837925045
Pernambuco,PE,2608701,LAGOA DOS GATOS,260870,-35.90712104432454,-8.649254864576461
Pernambuco,PE,2608750,LAGOA GRANDE,260875,-40.27072512648371,-8.995051485000003
Pernambuco,PE,2608800,LAJEDO,260880,-36.321496617530784,-8.662856865839421
Pernambuco,PE,2608909,LIMOEIRO,260890,-35.45526105095973,-7.880198000000002
Pernambuco,PE,2609006,MACAPARANA,260900,-35.449874978674934,-7.555680698747145
Pernambuco,PE,2609105,MACHADOS,260910,-35.514140562335534,-7.688572485625881
Pernambuco,PE,2609154,MANARI,260915,-37.62682294548303,-8.960108144634006
Pernambuco,PE,2609204,MARAIAL,260920,-35.81411757245924,-8.783077601334986
Pernambuco,PE,2609303,MIRANDIBA,260930,-38.7345645822767,-8.12024380215452
Pernambuco,PE,2614303,MOREILÂNDIA,261430,-39.55375373107882,-7.629982688120212
Pernambuco,PE,2609402,MORENO,260940,-35.09486909988386,-8.11869453
Pernambuco,PE,2609501,NAZARÉ DA MATA,260950,-35.22133869617438,-7.737688000000001
Pernambuco,PE,2609600,OLINDA,260960,-34.86131038982351,-7.992660075322922
Pernambuco,PE,2609709,OROBÓ,260970,-35.602982096685516,-7.737895133665462
Pernambuco,PE,2609808,OROCÓ,260980,-39.595245776105266,-8.61794564613774
Pernambuco,PE,2609907,OURICURI,260990,-40.08146257673681,-7.883151975000001
Pernambuco,PE,2610004,PALMARES,261000,-35.58833599375807,-8.679082500000002
Pernambuco,PE,2610103,PALMEIRINA,261010,-36.32731099872327,-9.001683285143246
Pernambuco,PE,2610202,PANELAS,261020,-36.00157579873463,-8.667242284974817
Pernambuco,PE,2610301,PARANATAMA,261030,-36.65842926806014,-8.920145338000056
Pernambuco,PE,2610400,PARNAMIRIM,261040,-39.57578682297256,-8.090138327169091
Pernambuco,PE,2610509,PASSIRA,261050,-35.58168499522265,-7.978883941834128
Pernambuco,PE,2610608,PAUDALHO,261060,-35.17915106238546,-7.897135005000001
Pernambuco,PE,2610707,PAULISTA,261070,-34.884791619736845,-7.943188000000001
Pernambuco,PE,2610806,PEDRA,261080,-36.94279814888707,-8.4984765
Pernambuco,PE,2610905,PESQUEIRA,261090,-36.69551472189794,-8.355456107834966
Pernambuco,PE,2611002,PETROLÂNDIA,261100,-38.2207335453001,-8.97734346438332
Pernambuco,PE,2611101,PETROLINA,261110,-40.49999933465225,-9.397375515000002
Pernambuco,PE,2611200,POÇÃO,261120,-36.70587989771916,-8.186227008941234
Pernambuco,PE,2611309,POMBOS,261130,-35.396195358227494,-8.144359860028656
Pernambuco,PE,2611408,PRIMAVERA,261140,-35.35394339488192,-8.331376086118276
Pernambuco,PE,2611507,QUIPAPÁ,261150,-36.011989529956885,-8.827885022053982
Pernambuco,PE,2611533,QUIXABA,261153,-37.846445619545676,-7.7181264101408855
Pernambuco,PE,2611606,RECIFE,261160,-34.88894194457772,-8.062762483052408
Pernambuco,PE,2611705,RIACHO DAS ALMAS,261170,-35.86087494745808,-8.127032780587976
Pernambuco,PE,2611804,RIBEIRÃO,261180,-35.37613082370386,-8.511116040000003
Pernambuco,PE,2611903,RIO FORMOSO,261190,-35.155432817216045,-8.662171085325847
Pernambuco,PE,2612000,SAIRÉ,261200,-35.710247766286656,-8.327613539339241
Pernambuco,PE,2612109,SALGADINHO,261210,-35.63806124049851,-7.9394837414172414
Pernambuco,PE,2612208,SALGUEIRO,261220,-39.12085098110397,-8.07067752213416
Pernambuco,PE,2612307,SALOÁ,261230,-36.692729174169784,-8.975995480867878
Pernambuco,PE,2612406,SANHARÓ,261240,-36.56250719538325,-8.362961968923386
Pernambuco,PE,2612455,SANTA CRUZ,261245,-40.33768765556933,-8.237961118413326
Pernambuco,PE,2612471,SANTA CRUZ DA BAIXA VERDE,261247,-38.15313818175944,-7.821469682321433
Pernambuco,PE,2612505,SANTA CRUZ DO CAPIBARIBE,261250,-36.20395001714575,-7.955189500000001
Pernambuco,PE,2612554,SANTA FILOMENA,261255,-40.615775185024,-8.16051116726482
Pernambuco,PE,2612604,SANTA MARIA DA BOA VISTA,261260,-39.82423572549671,-8.8041265
Pernambuco,PE,2612703,SANTA MARIA DO CAMBUCÁ,261270,-35.885243339002365,-7.831813426230987
Pernambuco,PE,2612802,SANTA TEREZINHA,261280,-37.48003272325675,-7.37035573926697
Pernambuco,PE,2612901,SÃO BENEDITO DO SUL,261290,-35.93112261935145,-8.810438234194987
Pernambuco,PE,2613008,SÃO BENTO DO UNA,261300,-36.4462983615963,-8.519867520583473
Pernambuco,PE,2613107,SÃO CAITANO,261310,-36.13735979581856,-8.327360500000003
Pernambuco,PE,2613206,SÃO JOÃO,261320,-36.36825307653293,-8.877559375427351
Pernambuco,PE,2613305,SÃO JOAQUIM DO MONTE,261330,-35.809491172109624,-8.432151500000002
Pernambuco,PE,2613404,SÃO JOSÉ DA COROA GRANDE,261340,-35.145707084708526,-8.894195130729768
Pernambuco,PE,2613503,SÃO JOSÉ DO BELMONTE,261350,-38.75945378000969,-7.86174005472195
Pernambuco,PE,2613602,SÃO JOSÉ DO EGITO,261360,-37.27507218524385,-7.474025183266532
Pernambuco,PE,2613701,SÃO LOURENÇO DA MATA,261370,-35.04127753932104,-7.995938000000001
Pernambuco,PE,2613800,SÃO VICENTE FERRER,261380,-35.490121880885745,-7.592212732565366
Pernambuco,PE,2613909,SERRA TALHADA,261390,-38.29631494747273,-7.987997520000001
Pernambuco,PE,2614006,SERRITA,261400,-39.29262317436214,-7.954340398079811
Pernambuco,PE,2614105,SERTÂNIA,261410,-37.26739010128784,-8.072450000000002
Pernambuco,PE,2614204,SIRINHAÉM,261420,-35.116405354668466,-8.593369500000001
Pernambuco,PE,2614402,SOLIDÃO,261440,-37.64747023703345,-7.602125684248996
Pernambuco,PE,2614501,SURUBIM,261450,-35.756784103441724,-7.8351570573172715
Pernambuco,PE,2614600,TABIRA,261460,-37.54026577418748,-7.591136513022617
Pernambuco,PE,2614709,TACAIMBÓ,261470,-36.29040430482553,-8.31561072482585
Pernambuco,PE,2614808,TACARATU,261480,-38.15346115967959,-9.105699644294111
Pernambuco,PE,2614857,TAMANDARÉ,261485,-35.090646545537375,-8.704689278539187
Pernambuco,PE,2615003,TAQUARITINGA DO NORTE,261500,-36.04333767130921,-7.902159825782066
Pernambuco,PE,2615102,TEREZINHA,261510,-36.6214759481747,-9.057778059496101
Pernambuco,PE,2615201,TERRA NOVA,261520,-39.374421837860005,-8.230357978643701
Pernambuco,PE,2615300,TIMBAÚBA,261530,-35.318772121038414,-7.511745674019516
Pernambuco,PE,2615409,TORITAMA,261540,-36.056843492995604,-8.006650270939145
Pernambuco,PE,2615508,TRACUNHAÉM,261550,-35.23792281399222,-7.802688612667265
Pernambuco,PE,2615607,TRINDADE,261560,-40.26559060928222,-7.761794625749006
Pernambuco,PE,2615706,TRIUNFO,261570,-38.10706034471432,-7.830876358770545
Pernambuco,PE,2615805,TUPANATINGA,261580,-37.34023347180062,-8.751581659318202
Pernambuco,PE,2615904,TUPARETAMA,261590,-37.311181811263786,-7.598759464807985
Pernambuco,PE,2616001,VENTUROSA,261600,-36.878372083869856,-8.576526901166641
Pernambuco,PE,2616100,VERDEJANTE,261610,-38.974282604268346,-7.932883704621906
Pernambuco,PE,2616183,VERTENTE DO LÉRIO,261618,-35.853002739695434,-7.774819455304661
Pernambuco,PE,2616209,VERTENTES,261620,-35.98930593099997,-7.905742603496776
Pernambuco,PE,2616308,VICÊNCIA,261630,-35.32030068931598,-7.6529595000000015
Pernambuco,PE,2616407,VITÓRIA DE SANTO ANTÃO,261640,-35.29386424108139,-8.118748000000002
Pernambuco,PE,2616506,XEXÉU,261650,-35.62423531575467,-8.803313405528817
Alagoas,AL,2700102,ÁGUA BRANCA,270010,-37.94071517596499,-9.267025497050511
Alagoas,AL,2700201,ANADIA,270020,-36.30081357144608,-9.68408378505047
Alagoas,AL,2700300,ARAPIRACA,270030,-36.65729650628719,-9.755907010704702
Alagoas,AL,2700409,ATALAIA,270040,-36.021427316262475,-9.501386746500172
Alagoas,AL,2700508,BARRA DE SANTO ANTÔNIO,270050,-35.50029809578163,-9.409278109364942
Alagoas,AL,2700607,BARRA DE SÃO MIGUEL,270060,-35.90744987262893,-9.838998251749246
Alagoas,AL,2700706,BATALHA,270070,-37.127091894483605,-9.674593027970372
Alagoas,AL,2700805,BELÉM,270080,-36.49449798940577,-9.568648231336061
Alagoas,AL,2700904,BELO MONTE,270090,-37.2784386581653,-9.82698885476657
Alagoas,AL,2701001,BOCA DA MATA,270100,-36.211724900143075,-9.645144567272592
Alagoas,AL,2701100,BRANQUINHA,270110,-36.0200335331731,-9.246583108303286
Alagoas,AL,2701209,CACIMBINHAS,270120,-36.996869626023646,-9.405162751058153
Alagoas,AL,2701308,CAJUEIRO,270130,-36.15637859140856,-9.38966057508941
Alagoas,AL,2701357,CAMPESTRE,270135,-35.56671772645439,-8.848375353152907
Alagoas,AL,2701407,CAMPO ALEGRE,270140,-36.35243475219701,-9.783416038984077
Alagoas,AL,2701506,CAMPO GRANDE,270150,-36.79084005213471,-9.956922603320185
Alagoas,AL,2701605,CANAPI,270160,-37.605647150635086,-9.11738029758643
Alagoas,AL,2701704,CAPELA,270170,-36.07500849239358,-9.412931555522096
Alagoas,AL,2701803,CARNEIROS,270180,-37.37475042061646,-9.480679720878141
Alagoas,AL,2701902,CHÃ PRETA,270190,-36.29938145187778,-9.261422459405656
Alagoas,AL,2702009,COITÉ DO NÓIA,270200,-36.579684200228456,-9.638487270779926
Alagoas,AL,2702108,COLÔNIA LEOPOLDINA,270210,-35.71978085939364,-8.91268826995015
Alagoas,AL,2702207,COQUEIRO SECO,270220,-35.795363001732966,-9.637554270969927
Alagoas,AL,2702306,CORURIPE,270230,-36.17607831051184,-10.12654725037485
Alagoas,AL,2702355,CRAÍBAS,270235,-36.77239140191285,-9.619933797386322
Alagoas,AL,2702405,DELMIRO GOUVEIA,270240,-37.99923348617694,-9.384574446940746
Alagoas,AL,2702504,DOIS RIACHOS,270250,-37.08984964794934,-9.385670811546268
Alagoas,AL,2702553,ESTRELA DE ALAGOAS,270255,-36.758333110966795,-9.387405306579337
Alagoas,AL,2702603,FEIRA GRANDE,270260,-36.67768550053384,-9.900437198891565
Alagoas,AL,2702702,FELIZ DESERTO,270270,-36.30718751769948,-10.292380619866254
Alagoas,AL,2702801,FLEXEIRAS,270280,-35.72437163856717,-9.273235460045411
Alagoas,AL,2702900,GIRAU DO PONCIANO,270290,-36.83031390299012,-9.8873641521582
Alagoas,AL,2703007,IBATEGUARA,270300,-35.931184456420546,-8.976985217605357
Alagoas,AL,2703106,IGACI,270310,-36.62815971644997,-9.533688659464646
Alagoas,AL,2703205,IGREJA NOVA,270320,-36.65334501251797,-10.129298837172753
Alagoas,AL,2703304,INHAPI,270330,-37.75263652104595,-9.223898773331838
Alagoas,AL,2703403,JACARÉ DOS HOMENS,270340,-37.20783340901773,-9.636658828315591
Alagoas,AL,2703502,JACUÍPE,270350,-35.46099750812359,-8.840300507564047
Alagoas,AL,2703601,JAPARATINGA,270360,-35.258658354031276,-9.088974354344577
Alagoas,AL,2703700,JARAMATAIA,270370,-37.003595913230804,-9.658351938763916
